id,text,label
1437,Товар не пришел ....деньги не вернули,нет товара
1438,"Брюки все равно короткие, даже размер ХХЛ, на рост 171см, вторые и все равно короткие, доставка быстрая. Спасибо",одежда
1439,"Время покупателя закончилось, деньги не вернули. Не советую. Даже одной звезды не стоит. ",нет товара
1440,заказ не получила!!!! денег не вернули!!!,нет товара
1441,"странный материал, внизу не обработан матерал",товары для детей
1442,"Товар так и не пришёл, деньги не вернули, спор закрыли",нет товара
1443,Лучшая покупка на алиэкспресс !!))),нет товара
1444,Единственный минус ужасный запах(( А так за эти деньги вполне нормальная шапка)),одежда
1445,Мягкая приятная,нет товара
1446,"милые колготки, целые, запах есть, но он выветрится",товары для детей
1447,Не понравились как сидят,нет товара
1448,"качество хорошее,но большая.Постирала,очень села,теперь маленькая.А по качеству хорошая.",нет товара
1449,"кофта классная, но есть маленький дефект.",нет товара
1450,не понравилось что верх кофты синтэтика,одежда
1451,"Кофточка очень понравилась По размеру подошла идеально.Быстрая доставка,заказала 07.09,пришла 23.09,в Краснодарский край.",нет товара
1452,широкое. очень короткое. ткань так себе. но что-нибудь придумаю с ним,нет товара
1453,Полное несоответствие фото и описания с товаром!!!Доставка около месяца.Несоответствие длины тела и руковов,нет товара
1454,Платье соответствует описанию. Доставка быстрая. Пришло с браком - дырочка со стрелкой. Али по спору вернул деньги. С продавцом не общалась.,одежда
1455,леггинсы супер,нет товара
1456,"шло 7 недель!!!!! платье норм,L на 92-80-100 очень хорошо,меньше не надо",нет товара
1457,очень довольна покупкой,нет товара
1458,"шикарные алладины. псевдо лен, но хорошего качесива. на штанинах щабавные петельки с пуговкой, что бы делать проем для ноги меньше) на 48рус сели отлично.",нет товара
1459,Good goods and fast delivery. Thank you seller.,нет товара
1460,"посылка не пришла, и не отслеживалась, открыла спор деньги вернули.",нет товара
1461,"Приехала в Челябинск за месяц. По размеру вроде соответствует, рукав и в груди, но по плечам меньше на 3-4 см, немного узковата. Рукав в обтяжку. но в принципе носить можно. Лучше заказывать на размер  больше.",одежда
1462,качество отличное. нет торчащих ниток. но кофта максимум на 44 российский размер,нет товара
1463,Ужасное качество!!!!!!!куски ткани торчат со всех сторон,нет товара
1464,Блузка 3XL по описанию на бюст 108 см. Факт размер бюст 100. Поэтому мала. Качество среднее.,одежда
1465,"Товар не пришёл, Деньги вернули",нет товара
1466,отличная юбка,нет товара
1467,Очень плохой заказ.  Сделано кое-как. Нитки торчат. Шитье пришито неровно. Заказ шел очень долго.,товары для детей
1468,Классное качество и с размером угадали!,обувь
1469,Не соответствует цвет. Заказывала желтый пришло цвет горчицы. Синтетика. Просвечивается. Носить не буду.,одежда
1470,"очень бошьшой вырез, нужно пришить пуговицу.",нет товара
1471,Меньше месяца до Краснодара. Размер в размер. Пуговки на месте. Цвет яркий. Запаха нет ,одежда
1472,"Как только получила, померяла и сразу пошли две стрелки от ластовицы вверх, к спине. Размер оказался великоват. Надо было брать на размер меньше. С продавцом не общалась.",обувь
1473,"61 день ждал товар, везли наверно на черепахах.Больше заказывать тут не буду.",нет товара
1474,что вы мне прислали я разве это заказывала посмотрите внимательно я хочу вернуть очень плохо работаете не советую вас,нет товара
1475,ткань 100% акрил. цена на распродаже в день холостяка была выше чем на день этого отзыва. Отправлял долго (отправили только через 2 недели).,нет товара
1476,"Платье супер,по качеству соответствует своей цене,нитки не торчали)",нет товара
1477,синтетика. Короткие рукава. на российский М нужно было брать XL,нет товара
1478,торчат нитки. заказ шел долго. с размером не угадала.,нет товара
1479,"Отличная майка! Нитки не торчат, пришла быстро ! Закажу еще!",нет товара
1480,"Отлично сел, закажу ещё других цветов",нет товара
1481,"Качество материала плохое, сидит ужасно. Не советую",нет товара
1482,"Платье супер, очень приятное, простое и удобное!  Все швы аккуратные. Доставка очень долгая, больше месяца шло, но оправдало все мои ожидания! Я довольна!",нет товара
1483,"материал плохой,на груди топорщится,сзали лямка слишком длинная",нет товара
1484,"Плохой материал, заказывала размер L, но пришел маленький размер, нигде не указано, что L.",нет товара
1485,на фото длинный топ фактически он короче сантиметров на 10. и смотрится из за этого  совсем не так хорошо как на фото,одежда
1486,очень понравился!,нет товара
1487,заказ полз очень очень долго. Сначало мой заказ отправили не туда. второй раз ждала месяц когда же наконец то все придет.(((( само платье супер. но уже лето закончилось пока я его дождалась.,одежда
1488,"Футболка огромного размера ,качество не то,что указанно на картинке.не соответствует.",нет товара
1489,Заказала две шапки. Голубую и бежевую. Пришли хорошего качества но бежевая кривая на макушке. ,одежда
1490,хороший выбор,нет товара
1491,"качество хорошее, пришло вовремя, размер подошел",нет товара
1492,"Продавец отправил товар быстро, заказ до Воронежской области пришел за 22 дня. Пиджак не соответствует описанию, материал из которого он сшит полное @авно!!!! КАТЕГОРИЧЕСКИ НЕ РЕКОМЕНДУЮ!!!!! ",одежда
1493,доставка две недели. вещь абсолютно бесполезная. коеиться и держиться хорошо. но мою обвисшую грудь никак не корректирует,нет товара
1494,"толстовка синтетика с ворсом мягким изнутри, в будущем будут катышки, но за эту цену вполне приемлемо.",одежда
1495,"красивая, но очень здоровая на меня",нет товара
1496,"Отличный бюстгальтер за такие деньги, очень понравился. Липнет хорошо, думаю несколько раз в нем можно походить, на постоянную носку он не удобен, куда-нибудь на вечер сходить-отличный вариант)))",нет товара
1497,"думала, что они будут ярче и плотнее. скользкие, тонкие, но не прозрачные",нет товара
1498,"Продавец обманщик. Выдал чужой трек,потом просил закрыть спор и обещал выслать снова... Хорошо через службу поддержки вернул деньги",нет товара
1499,"Доставка быстрая - 2 недели. трикотаж тонкий, тянется как резина, не чистый хлопок, много синтетики. На рост не более 1,5 метра. Ощущение делового ширпотреба, цена завышена.",текстиль
1500,"Юбка класс, но ждали очень долго, 42 дня(.",нет товара
1501,"Продавец прислал мне не тот цвет , вместо тёмно серого прислал светло серый !!!!",нет товара
1502,"Брала размер М, размеру соответствует. 
Толстовка понравилась, пушистая, пушистая...",нет товара
1503,"Everything is perfect, I can't find proper words to express how much I love this sweater! It's soft, warm, fits me perfectly and looks expensive (:",нет товара
1504,"Пальто симпатичное, но для русской зимы не годится. Тонкая ткань, без всякого утепления.",одежда
1505,"Длина действительно только на ребёнка, литр носить как шарф с руковами, обидно .",нет товара
1506,"где мой заказ?написсано,что его получили в другом городеверните деньги или отправте опятья так её ждала!",нет товара
1507,ну что могу сказать) огонь!!!за эти деньги супер бюстгалтер!!!на объем 75 и 3 взяла размер 36/80.буду заказывать ещё.,нет товара
1508,"Товар не понравился. У меня не очень крупные ноги и в комментариях я прочитала что они тянутся, размер всегда носила s,в общем и заказала s, оказались очень велики, я не довольна покупкой. ",нет товара
1509,"Футболка понравилась, синтетика конечно, но с такой я знакома, носить можно, не в жару. Принт яркий, палитра цветов теплая,
 L  на 46-48 подошёл, пошив аккуратный. Доставка бесит, 1.5 месяца СДЭК, лучше бы почтой.",нет товара
1510,"спасибо , кофта нравится очень, пришло достаточно быстро))",нет товара
1511,"товар не пришёл. заказываю второй раз. в первый раз без претензий, в этот... не дождалась. очень жаль. деньги не вернули.",нет товара
1512,Не соответсвует указанным размерам меньше притом две блузки одного размера а разные по размерам,одежда
1513,Посылка не пришла. Трек не отслеживался. НЕ РЕКОМЕНДУЮ - ДЕНЬГИ НА ВЕТЕР!!!,нет товара
1514,"Какая-то проблема с пропорциями(( на меня Рубашка коротковата, широковата, при этом вырез получается слишком большой, нужно что-то поддевать для приличия . Хотя фасон сам по. Ещё очень красивый, конечно.",нет товара
1515,Пришли с пятном на штанине,одежда
1516,"Очень тонкая кофта,  покупала за 819р, своих денег не стоит, выглядит очень жалко",нет товара
1517,"Качество хорошее, свитер пушистый. Но размер не соответствует. Он как я поняла единый,т.к никаких обозначений размера нет, рукава короткие - при том что мой рост 165см. Вообще не соответствует описанию.",одежда
1518,На 46 брала Xl все замечательно! С продавцом не общалась.,нет товара
1519,Замечательное платье! Очень быстро приехало,нет товара
1520,очень плохое качество( смотрится отвратительно. дешевка. не рекомендую. размер не соответствует,одежда
1521,Не идеально белый цвет. Но плотная.,нет товара
1522,"цвет вообще не соответствует,  мне не понравилась. качество хорошее,  но ожидала другого.",нет товара
1523,отличная футболка. заказывала s на свой 42 размер .,нет товара
1524,На мой 44-46 М-ка впритык. В плечах и груди никакого запаса. Воротник прикольный. Довольно тонкая.,нет товара
1525,"Очень неприятная ткань, чистая синтетика, одеваешь на минуту и уже хочется снять",текстиль
1526,"Очень классное платье!Размер идеально подошёл,т.к ткань тянется.Доставка месяц.Определенно рекомендую продавца,буду заказывать ещё.",одежда
1527,Все хорошо! Спасибо!,нет товара
1528,"очень разочаровало, что имеется шов, в описании его не было",нет товара
1529,"Юбка мне не понравилась, думала будет немного плотнее, коооькая, но заказ пришел бысто",нет товара
1530,"Посылка пришла быстро ,трек отслеживался ,брала 2 рубашки с ёжиками .Всё аккуратно прошито .По размеру совпало ,я брала М и S.Ткань приятная ,хлопок в составе есть .",одежда
1531,"Платье очень понравилось, в нескольких местах торчали нитки. Платье получила быстро, недели три где то(Казань)",нет товара
1532,нашла дырку на платье,одежда
1533,"На рост 154 рукава КОРОТКИЕ..ЦВЕТ- МОЛОЧНЫЙ  с желтым отливом, а НЕ белый!!!!! Пряжа хоть и мягкая , но очень дёшево смотрится.",нет товара
1534,"Блузка без вытачек для груди, за счёт чего грудь расплющивается",одежда
1535,"очень приятная к телу, в самый раз, очень понравилось.",нет товара
1536,"продавец отправил мне м, а не s и обманул с размерами",нет товара
1537,Долго доставлялся заказ,нет товара
1538,отвратительно. товар.хоть продавец клялся и божился.но так и не пришел. жду денег после спора. категорически нет,нет товара
1539,"Юбка хорошо села,ткань очень тонкая и очень плохо пахнет(тухлой рыбой).Постирала-бесполезно,все равно очень плохо пахнет.",нет товара
1540,"Ужасно плохо пошито, все швы неровные, ткань тоже отрезана неровно, поэтому трусы все кривые",нет товара
1541,фигня.выкинутые деньги.,нет товара
1542,"Кофтюля классная! Цвет насыщенный, материал плотный, качественный, дешманским китаем и не пахнет. Облегает конечно мощно. Доставка быстрая, 2 недели.",одежда
1543,"платье супер. плотное,цвет как на фото,продавец на связи,товар отслеживался.",нет товара
1544,"товар не пришел,деньги не вернули",нет товара
1545,штаны отстой. на стандартной фигуре сидят совершенно не как на фото.,нет товара
1546,очень маленькая! на картинки лучше!,нет товара
1547,"Не совпадает размер, штаны короткие :(",одежда
1548,"Товар пришёл без повреждений. Если у вас рост больше 170 см ,не стоит их брать ",обувь
1549,Пришло очень быстро в Москву . Всем доволен ,нет товара
1550,Ужасное качество.  Размер прислали меньше,нет товара
1551,"Заказ ждали очень очень долго (2 месяца), в итоге ничего не пришло. Открыл спор, жду результат. Не рекомендую этого продавца. ",нет товара
1552,"Очень красивое платье, рекомендую. Немного большевато в груди. Одеваю топ",нет товара
1553,"Заказывала размер М на свой 44 в самый раз есть немного торчащие нитки но это не страшно ,а так швы ровные  вообщем я довольна посылка прибыла в 3 недели в Кировскую область ",одежда
1554,Голая синтетика. Очень низкое качество. ,нет товара
1555,"Заказ получила за 3 недели, трек отслеживался, носочки понравились: и красивые, и плотные, и рисунок хорош. Как будут носиться, посмотрим, все хорошо.",текстиль
1556,"Классная пижама,на 44 размер заказала м.села идеально.спасибо продавцу))",нет товара
1557,"блузка очень понравилась.Доставка быстрая.Выглядит дорого,продавца рекомендую.",нет товара
1558,"ткань плотная и твердая, может после стирки станет мягче. синтетика. хоть я не толстая и грудь маленькая, но в груди жмет. не советую.",текстиль
1559,Прекрасный магазин. Отличный товар. Дочь очень довольна. Супер быстрая доставка. Пять звезд с бльшим плюсом.,нет товара
1560,очень большая плюс еще и тянется,нет товара
1561,"хорошие ,очень быстрая доставка .",нет товара
1562,"Нуууу, заказ пришёл и ушёл! так как не отслеживалось нормально, деньги теперь не вернуть и оповещяний не было... печально...",нет товара
1563,Тонкая приятная ткань. Пояс не анатомически высоко.,нет товара
1564,"носочки хорошие, только внутри немного грубоваты, много ниток и швов",нет товара
1565,"размер больше , чем заявлено в таблице.ткань синтетика.",одежда
1566,"в реальности смотрится не как на фото, а смотрится дешево, одевать можно только дома",одежда
1567,кофта не очень тёплая на 46 48 заказывала Xl подошла идеально пришёл за неделю Нижний Новгород,одежда
1568,На рост 163 идеально и даже ещё с запасом ) отлично тянутся муж в восторге ,нет товара
1569,Хрень!!!!! Не тратьте деньги!!!,нет товара
1570,очень понравилась куртка 60 кг вес рост 167 заказала м по размеру. спасибо продавцу,одежда
1571,"Юбка ужасная, ещё и рваная к тому же!!! Прошу вернуть деньги!!! ",нет товара
1572,"К сожалению,не хлопок...синтетика.Посылка шла более 45 дней.",нет товара
1573,"Материал дешёвый. На фото выглядит в 100 раз лучше, чем на фото.",нет товара
1574,Не рекомендую ни ТОВАР ни  ПРОДАВЦА .ВСЕ ОТВРАТИТЕЛЬНО. огромный минус все НА ДНЕ.  ПОЗОР.,нет товара
1575,"Блузка шла в течении двух месяцев!  Я открыла спор, деньги так и не вернули! Отвратительно!!!",нет товара
1576,"очень качественный свитер, мягкий, такой приятный к телу. мне очень понравился, ношу с удовольствием. правда рукава чуток коротковаты.",нет товара
1577,"Очень хорошая рубашка, для таких денег качество просто супер",нет товара
1578,"долгое отправление, ожидание около 2-х месяцев, кофточка полная синтетика и сильно магнитится, прилипает к телу",нет товара
1579,пришел быстро. цвет - жуть. грязный молочный беж...качество на 3...где зад где перед не понятно. носить не комфортно. плотный зимний. швы торчат. не колется но чешется.,обувь
1580,"Товар очень непонятный, ткань неприятная и не то, что на фото",нет товара
1581,левый карман куртки прошит на зад им пользоваться нельзя!!!! качество куртки  неудовлетворительное и согласно таблицы брала xl оказалась большой!!!,одежда
1582,"Прошло 3 месяца,а заказ так и не пришёл. Трек  не отслеживался ((( По спору денежку вернули.",нет товара
1583,"рубашка очень маленькая-на свой 44размер заказала xl ,чтоб была свободной,а в итоге она мне впритык. еще и подкладка лезет",нет товара
1584,хорошая футболка на лето.,нет товара
1585,"у очков в белой оправе было деформировано стекло, все как будто ""плывет """,нет товара
1586,"заказывала L. ,маломерит,хотелось бы на размер больше, но не критично",нет товара
1587,"куртка оказалась скорее на весну чем на зиму,если только  носить при температуре+5,10,но не в мороз.Размер нормальный,но рукава оказались короткие.",нет товара
1588,не соответствует фото.Качество другое. :((,нет товара
1589," По размеру, но очень  быстро образовались катушки. ",нет товара
1590,"заказывала темно-синие джинсы, цвет не такой, от фото сильно отличается",одежда
1591,"Рубашка на один раз. После первого раза обнаружила такие дырки на швах и на петле для пуговиц. Зашить это невозможно. Я очень расстроена. А ещё пуговицы к воротнику пришиты, и его не отстегнуть, смотрится не очень.",нет товара
1592,"Товар отличный, заказывала S-ку, а на вид ка XS. Товар с целостью и сохраностью. И на этом спасибо!",нет товара
1593,Плохое качество и велик размер S. Хотя у меня размер S- М.,нет товара
1594,"Пришли со стрелкой на жопе, носить невозможно(((( а так приятные на ощупь ",нет товара
1595,"Это просто суперское пальто! Наполнитель синтепон, но из-за этого лучше держит форму. Заказывала еще такой же пух, он хуже форму держит. Теплый, непродуваемый, очень комфортный! Доставка 3 нед.",нет товара
1596,"Пуховик,очень хороший！цвет соответствует,мех искусственный,но это не портит.единственное,что взяли   на размер больше и не прогадали,подошло.",нет товара
1597,Ужасное качество. Ширпотреб. Даже не отутюжено. Носить невозможно!!!!,текстиль
1598,"Это не куртка косуха!!! Это какой то текстильный кардиган, ждала с нетерпением, в итоге получила вот это. За эти деньги лучше заказать косуха из экокожи, гораздо лучше будет чем эта тряпочка. Подкладки никакой нет",текстиль
1599,Футболка как на фото. Хороший принт.  Длинная. Ткань плотная. Мне понравилась.,нет товара
1600,"Супер, на рост 167 ниже колен",нет товара
1601,"Товар так и не пришёл, хорошо что хоть вернули деньги.",нет товара
1602,Покупкой довольна. за такие деньги не купишь. хлопковая приятная к телу,нет товара
1603,ужас.Лучше бы я  этого не покупала.качество-плохое.,нет товара
1604,"Сарафан оказался довольно большой по бокам, придётся ушивать ,карманы задние какого то фига на спине ,а не на попе ,зато заказ пришёл очень быстро ,чуть меньше месяца ",одежда
1605,"Размер м на 44 русский, посадка нормальная, не шелковистые. Заказ пришёл быстро.",обувь
1606,"платье скрокно неправильно,Санта вверх ногами.Открыла спор 300 рублей вернули",одежда
1607,"Заказ шёл 1,5 месяца! Хотя до этого заказывала у этого же продавца - заказ приходил за 15 дней",нет товара
1608,Отличная шапочка!Пришла за 10 дней в Омск,нет товара
1609,"доставка быстрая, материал приятный к телу, стирку в машинке футболка пережила хорошо, заказывала м на русский 44-46)))",одежда
1610,"Не приятные носки,покрылись катышками при первой носке",товары для детей
1611,РЕКОМЕНДУЮ.,нет товара
1612,"ну почему нельзя быть внимательнее??? я ведь заказывала размер М!!! а прислали XL!!!! он мне огромный! рубашка очень красивая, качество супер, но я очень расстроена! что делать???",нет товара
1613,товар пришел с пятном с продавцом связался открыли спор деньги вернули продавец переживал извинялся ставлю 5+,нет товара
1614,Доставка очень быстрая.Платье просто супер!Рекомендую!,нет товара
1615,вообще не соответсвует фото.  ткань типа футболочной. края не обработаны. нитки болтаются. просто ужас. фотография совсем другой вещи. вместо бахрамешек - куски обрезанной ткани. выбрашенные деньги.,нет товара
1616,"Jeans are not warm, ordinary, without a warm lining.",нет товара
1617,Заказывая розовый. Только из за цвета. Пришёл цвет не понятно какой - бордовый . Покупкой не довольна. Обман покупателя! ,нет товара
1618,очень приятная к телу советую как на фото красивый,нет товара
1619,"На российский размер 46 - L отлично. На рост 174 см рукава по длине не короткие. Мои параметры грудь 94, бедра 95.",одежда
1620,качество хорошое..но размер не подошел,нет товара
1621,платья разные и не только по цвету. вернули деньги,нет товара
1622,Не заказывайте ничего .Товар не пришёл деньги не вернули,нет товара
1623,"Рубашка пришла за 8 дней, довольно быстро, рукава оказались короткие, в талии очень широко",нет товара
1624,куртка пришла со сломанной деталью,одежда
1625,"Куртка классная, размер и описание соответствует, пришла быстро, спасибо!",нет товара
1626,"в целом кофточка неплохая, но с лица торчат нитки, которыми пришит лейбл, с изнанки ужасно обработана горловина",одежда
1627,"куртка пришла совсем тонкая, хотя в описании написано наполнитель Спрей-скрепленный Вата, враньё никакого наполнителя нет, простая тонкая тряпка. Не стоит этих денег.",нет товара
1628,"Кофта шла больше месяца. запах ужасный, пахнет уксусом. везде торчат нитки, так и ещё по указанным продавцом размерам она не подходит. был открыт спор на возврат денег.",одежда
1629,"Платье так себе. Ткань дешевая, размер XL соответствует максимум нашему 44. На картинке выглядит достойней.",одежда
1630,блузк отличный!!!! подошел идеально,нет товара
1631,кофточка супер!!! у меня размер 40-42 подошла!,нет товара
1632,"ткань не очень,видно белье, и цвет намного тусклее чем на картинке",нет товара
1633,Юбка отличная! В Приморский край пришла через месяц с момента заказа.  На свои параметры 69 -96 заказала L. Рекомендую.,нет товара
1634,Не пришли ,нет товара
1635,"майку ждала очень сильно, но когда она пришла я разочаровалась такое чувство что спичкой прижгли  на спине ...
..",одежда
1636,"Шорты подошли размером М на  вес 48 кг, рост 175. Без внутренней вкладки на которой должен указываться состав.",нет товара
1637,"заказываю второй раз, эту блузку взяла для дочки 12 лет, она очень довольна, я тоже)",нет товара
1638,"Майка хлопок, качество хорошее",нет товара
1639,"очень хорошие штаны стреч. на об 100. талия 78.рост 168 брали 3хл. влезли ,с напрягом. думаю подрастянутся, такие уже были.продавец хороший, рекомендую. всех благ ему!",одежда
1640,"Заказ пришел достаточно быстро в Свердловскую область. Очень понравились, размер тоже подошел идеально, буду еще заказывать. Продавца рекомендую",обувь
1641,"Товар не пришёл. Заказывала ещё в марте, уже июль. ",нет товара
1642,"Товар так и не пришел, продавец отправил несуществующий номер трека!!!деньги не вернул!!!",нет товара
1643,"Размер не соответсвует ,деньги вернули ",обувь
1644,"шапка пришла с огромным пятном, не хорошо и не приятно, пятно пахнет мазутом",нет товара
1645,"Шло очень долго, защита заказа успела кончиться, через неделю после пришло. Запах конечно жуткий. XL на мой S чуть свободно. Кофта конечно неплохая, но долгая доставка испортила все впечатление ",одежда
1646,товар я так и не видел! но деньги вернули быстро,нет товара
1647,"Плотный хлопок, стрейч,в мелкий рубчик. По размеру. Доставил курьер СПб.",текстиль
1648,долго и пришлось ехать за товаром не доставили по адресу,нет товара
1649,"Ждала больше трёх месяцев. Товар не получен, но деньги вернули через спор.",нет товара
1650,"шорты сами хороши, но размер  s примерно на 50-52 размер. мне применить их некуда... на помойку... выброшенные деньги",одежда
1651,удобные.тепленькие.резинка в подарок),нет товара
1652,"Товар заказала почти три месяца назад ,но он так и не пришёл . Продавец говорит ,что отправил . ",нет товара
1653,"так ждала эти лосины, а они оказались очень большими. взяла S , а они даже на 44 размер большие. ткань как у лосин из 90-х, при нятяжении просвечивает. доставка не e-packet, а обычная почта россии",одежда
1654,я ношу размер 42-44 советую заказывать L. качество отличное.,нет товара
1655,"ткань непонятная,я бы сказала противная если ее натянуть то краска расползается,на свой размер L заказала 3XL отказался мал. очень не довольна. единственный +,это быстрая доставка",нет товара
1656,"Ткань чистая синтетика, топ пришел ужасно мятый и воняяяял... Сшит неаккуратно, особенно бреьтели. Но за такую цену....",нет товара
1657,Везде торчат нитки и есть желтое пятно ,одежда
1658,"Материал внутри приятный, рукав был не прострочен, сидит на мне плохо и пошита тоже плохо",нет товара
1659,Это совсем другое платье мне не понравилась,нет товара
1660,Короткие рукава. Три четверти. Не так как на фото.,нет товара
1661,"Колготки Редкостное Г..., Продавец по отправке  мододец быстро отправил, но наша Почта как всегда, думал все потеряли в последний день защиты принесли.",нет товара
1662,"быстрая доставка,  но маловато.   xxl на девочку 46 размера в обтяг .",нет товара
1663,"пишут что осень а оно летнее вообщем

 вообще не то что хотела",нет товара
1664,"товар так и не пришел , верните деньги",нет товара
1665,"Качество футболки очень плохое, как нижнее деловое белье. Размер не совпадает. ",нет товара
1666,Почти месяц не отправляли заказ. Синтетика чистая.. оч электризуется даже после антистатика. На размер 48 xl маловат((,обувь
1667,"Пришел товар быстро .Качество не очень,торчат нитки во многих местах соединения( за это минус),впереди полочки у кофты   отделки нет,размер очень маленький,подойдет на 40-42 (укр),носить не смогу.с продавцом не общалась.",нет товара
1668,"Разочаровал кардиган, т.к. он огромный на мои параметры. На даче ему самое место. Очков и спиц в комплекте не хватает Качество норм, тёплый.",одежда
1669,"Заказ пришел быстро это плюс, сшита рубашка хорошо. Но на картинке кружево смотрится красиво, а на самом деле какое-то старушечье. Выглядит намного хуже, чем на картинке. А сама ткань, где нет кружева приятная и хорошая.",одежда
1670,"Пальто просто ужасное. S на 50-52, на грудь 120см. деньги не вернули, написали только в случае возврата товара, из России отправка 1400-1600ру бы стоила. Ткань неприятная. Много заказывала в этом магазине, очень разочарована ",одежда
1671,потерялась продавец отвечал на все мои вопросы. получила отличная кофта,одежда
1672,"Футболка очень низкого качества , она просвечивает и сильно электризуется .",нет товара
1673,"рубашка пришла быстро, материал плотный, приятный, цвета яркие, при стирке немного линяет, но не сильно. с размером немного не угадала маловато.",одежда
1674,"это первые лосины, которые не сползают постоянно с талии и не ползут от пятки вверх по ноге. я в восторге",одежда
1675,"Майка хорошая, единственное есть торчащие нитки. Заказ пришёл за месяц",нет товара
1676,"пижама мягкая , приятная, но..майка непонятно как сшита, не на мою грудь, и сильно линяет при стирке.",текстиль
1677,Пришёл рваный! Я,нет товара
1678,"Защиту не продлили,товар не получила！Буду открывать спор(.Очень жаль",нет товара
1679,"жесть просто,на 44-46 взяла xxl рукава норм,в груди тоже, но вот низ как распашонка.",обувь
1680,"соответствует описанию, не много просвечивает. на размер 50 брала хххл как в литой, можно и больше. цвет супер, слабо пришиты пуговицы пришивали снова т.к на рукавах поотрывались сразу ещё не одев.",нет товара
1681,"по размеру большая, и цвет не соответствует",обувь
1682,"Не пришло, открыла спор, вернули деньги",нет товара
